Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Mar 23, 2022 5:00 PM;Mar 23, 2022 6:00 PM;62,531.50;62,953.75;422.25;56,470.25
Mar 23, 2022 6:00 PM;Mar 23, 2022 7:00 PM;65,165.00;65,179.00;14.00;61,923.00
Mar 23, 2022 7:00 PM;Mar 23, 2022 8:00 PM;67,005.50;67,015.00;9.50;62,633.50
Mar 23, 2022 8:00 PM;Mar 23, 2022 9:00 PM;63,678.50;63,701.75;23.25;58,222.00
Mar 23, 2022 9:00 PM;Mar 23, 2022 10:00 PM;59,746.00;60,373.50;627.50;53,872.50
Mar 23, 2022 10:00 PM;Mar 23, 2022 11:00 PM;56,335.00;57,531.25;1,196.25;50,684.75
Mar 23, 2022 11:00 PM;Mar 24, 2022 12:00 AM;52,255.75;53,643.50;1,387.75;47,150.00
Mar 24, 2022 12:00 AM;Mar 24, 2022 1:00 AM;49,427.25;50,157.75;730.50;45,125.00
Mar 24, 2022 1:00 AM;Mar 24, 2022 2:00 AM;47,910.75;48,190.25;279.50;44,498.50
Mar 24, 2022 2:00 AM;Mar 24, 2022 3:00 AM;47,245.50;47,452.25;206.75;44,644.50
Mar 24, 2022 3:00 AM;Mar 24, 2022 4:00 AM;47,809.75;48,221.75;412.00;45,818.75
Mar 24, 2022 4:00 AM;Mar 24, 2022 5:00 AM;49,395.00;50,206.00;811.00;47,821.25
Mar 24, 2022 5:00 AM;Mar 24, 2022 6:00 AM;53,037.00;53,642.75;605.75;51,786.25
Mar 24, 2022 6:00 AM;Mar 24, 2022 7:00 AM;59,253.00;59,410.75;157.75;57,453.25
Mar 24, 2022 7:00 AM;Mar 24, 2022 8:00 AM;63,887.75;63,903.00;15.25;56,620.00
Mar 24, 2022 8:00 AM;Mar 24, 2022 9:00 AM;66,454.00;66,660.50;206.50;50,691.25
Mar 24, 2022 9:00 AM;Mar 24, 2022 10:00 AM;66,400.25;66,994.50;594.25;42,826.50
Mar 24, 2022 10:00 AM;Mar 24, 2022 11:00 AM;66,383.75;68,455.25;2,071.50;37,164.00
Mar 24, 2022 11:00 AM;Mar 24, 2022 12:00 PM;66,807.00;69,621.00;2,814.00;34,416.25
Mar 24, 2022 12:00 PM;Mar 24, 2022 1:00 PM;66,048.50;70,016.00;3,967.50;32,979.75
Mar 24, 2022 1:00 PM;Mar 24, 2022 2:00 PM;64,586.25;68,263.25;3,677.00;33,146.75
Mar 24, 2022 2:00 PM;Mar 24, 2022 3:00 PM;63,501.25;66,176.25;2,675.00;35,800.25
Mar 24, 2022 3:00 PM;Mar 24, 2022 4:00 PM;61,968.25;62,831.25;863.00;40,546.25
Mar 24, 2022 4:00 PM;Mar 24, 2022 5:00 PM;61,027.25;61,258.50;231.25;47,936.75
Mar 24, 2022 5:00 PM;Mar 24, 2022 6:00 PM;62,269.25;62,488.25;219.00;57,018.50
Mar 24, 2022 6:00 PM;Mar 24, 2022 7:00 PM;64,577.25;64,580.00;2.75;62,163.75
Mar 24, 2022 7:00 PM;Mar 24, 2022 8:00 PM;66,802.00;66,804.00;2.00;63,380.75
Mar 24, 2022 8:00 PM;Mar 24, 2022 9:00 PM;63,191.00;63,213.00;22.00;58,737.00
Mar 24, 2022 9:00 PM;Mar 24, 2022 10:00 PM;59,492.50;60,178.75;686.25;54,663.25
Mar 24, 2022 10:00 PM;Mar 24, 2022 11:00 PM;55,827.75;56,537.50;709.75;51,153.00
Mar 24, 2022 11:00 PM;Mar 25, 2022 12:00 AM;51,793.00;52,234.00;441.00;47,655.00
Mar 25, 2022 12:00 AM;Mar 25, 2022 1:00 AM;48,821.25;49,623.75;802.50;45,426.25
Mar 25, 2022 1:00 AM;Mar 25, 2022 2:00 AM;47,207.75;48,164.25;956.50;44,309.25
Mar 25, 2022 2:00 AM;Mar 25, 2022 3:00 AM;46,807.50;48,120.50;1,313.00;44,367.75
Mar 25, 2022 3:00 AM;Mar 25, 2022 4:00 AM;47,347.75;48,535.50;1,187.75;45,127.75
Mar 25, 2022 4:00 AM;Mar 25, 2022 5:00 AM;48,840.25;49,619.75;779.50;46,748.25
Mar 25, 2022 5:00 AM;Mar 25, 2022 6:00 AM;52,553.00;52,941.25;388.25;50,386.00
Mar 25, 2022 6:00 AM;Mar 25, 2022 7:00 AM;58,807.25;58,897.75;90.50;55,304.25
Mar 25, 2022 7:00 AM;Mar 25, 2022 8:00 AM;63,541.25;63,549.50;8.25;54,240.50
Mar 25, 2022 8:00 AM;Mar 25, 2022 9:00 AM;65,843.75;65,950.00;106.25;48,415.75
Mar 25, 2022 9:00 AM;Mar 25, 2022 10:00 AM;65,842.25;66,215.50;373.25;41,359.50
Mar 25, 2022 10:00 AM;Mar 25, 2022 11:00 AM;65,992.75;68,092.00;2,099.25;35,458.50
Mar 25, 2022 11:00 AM;Mar 25, 2022 12:00 PM;66,524.50;69,767.25;3,242.75;31,877.00
Mar 25, 2022 12:00 PM;Mar 25, 2022 1:00 PM;65,684.75;70,732.50;5,047.75;29,547.75
Mar 25, 2022 1:00 PM;Mar 25, 2022 2:00 PM;64,354.50;68,965.50;4,611.00;29,570.50
Mar 25, 2022 2:00 PM;Mar 25, 2022 3:00 PM;62,406.50;65,818.75;3,412.25;31,584.00
Mar 25, 2022 3:00 PM;Mar 25, 2022 4:00 PM;60,890.75;62,284.00;1,393.25;36,164.50
Mar 25, 2022 4:00 PM;Mar 25, 2022 5:00 PM;60,345.00;60,906.25;561.25;43,744.75
Mar 25, 2022 5:00 PM;Mar 25, 2022 6:00 PM;61,285.25;61,583.50;298.25;52,374.00
Mar 25, 2022 6:00 PM;Mar 25, 2022 7:00 PM;63,221.00;63,233.25;12.25;56,638.50
Mar 25, 2022 7:00 PM;Mar 25, 2022 8:00 PM;64,989.75;64,996.00;6.25;56,070.75
Mar 25, 2022 8:00 PM;Mar 25, 2022 9:00 PM;61,513.75;61,728.00;214.25;50,914.50
Mar 25, 2022 9:00 PM;Mar 25, 2022 10:00 PM;57,751.50;58,505.00;753.50;45,746.00
Mar 25, 2022 10:00 PM;Mar 25, 2022 11:00 PM;55,001.50;55,499.75;498.25;42,685.25
Mar 25, 2022 11:00 PM;Mar 26, 2022 12:00 AM;51,640.25;52,823.50;1,183.25;39,496.50
Mar 26, 2022 12:00 AM;Mar 26, 2022 1:00 AM;48,307.00;48,392.00;85.00;36,955.50
Mar 26, 2022 1:00 AM;Mar 26, 2022 2:00 AM;46,569.75;46,832.25;262.50;35,462.25
Mar 26, 2022 2:00 AM;Mar 26, 2022 3:00 AM;45,741.75;46,714.50;972.75;34,316.50
Mar 26, 2022 3:00 AM;Mar 26, 2022 4:00 AM;45,750.75;46,636.75;886.00;33,665.75
Mar 26, 2022 4:00 AM;Mar 26, 2022 5:00 AM;46,504.50;47,473.00;968.50;33,244.25
Mar 26, 2022 5:00 AM;Mar 26, 2022 6:00 AM;47,228.25;47,835.75;607.50;32,535.25
Mar 26, 2022 6:00 AM;Mar 26, 2022 7:00 AM;48,101.50;49,011.00;909.50;30,898.25
Mar 26, 2022 7:00 AM;Mar 26, 2022 8:00 AM;50,968.25;51,637.25;669.00;29,347.00
Mar 26, 2022 8:00 AM;Mar 26, 2022 9:00 AM;53,941.00;55,471.00;1,530.00;26,599.75
Mar 26, 2022 9:00 AM;Mar 26, 2022 10:00 AM;55,627.50;58,025.00;2,397.50;22,251.00
Mar 26, 2022 10:00 AM;Mar 26, 2022 11:00 AM;57,146.00;61,617.25;4,471.25;18,075.00
Mar 26, 2022 11:00 AM;Mar 26, 2022 12:00 PM;57,118.50;61,431.00;4,312.50;15,294.75
Mar 26, 2022 12:00 PM;Mar 26, 2022 1:00 PM;55,770.75;61,131.25;5,360.50;13,515.75
Mar 26, 2022 1:00 PM;Mar 26, 2022 2:00 PM;53,843.25;59,570.25;5,727.00;13,540.00
Mar 26, 2022 2:00 PM;Mar 26, 2022 3:00 PM;52,295.50;57,474.75;5,179.25;16,175.50
Mar 26, 2022 3:00 PM;Mar 26, 2022 4:00 PM;51,423.00;55,013.75;3,590.75;21,134.50
Mar 26, 2022 4:00 PM;Mar 26, 2022 5:00 PM;51,569.75;53,585.00;2,015.25;29,500.50
Mar 26, 2022 5:00 PM;Mar 26, 2022 6:00 PM;53,083.25;53,687.00;603.75;39,735.50
Mar 26, 2022 6:00 PM;Mar 26, 2022 7:00 PM;55,077.00;55,084.00;7.00;46,268.00
Mar 26, 2022 7:00 PM;Mar 26, 2022 8:00 PM;56,409.25;56,415.50;6.25;47,692.00
Mar 26, 2022 8:00 PM;Mar 26, 2022 9:00 PM;53,579.75;53,618.00;38.25;44,731.50
Mar 26, 2022 9:00 PM;Mar 26, 2022 10:00 PM;50,809.75;51,181.00;371.25;42,219.50
Mar 26, 2022 10:00 PM;Mar 26, 2022 11:00 PM;48,554.25;48,982.50;428.25;40,760.25
Mar 26, 2022 11:00 PM;Mar 27, 2022 12:00 AM;45,659.00;46,113.25;454.25;38,754.25
Mar 27, 2022 12:00 AM;Mar 27, 2022 1:00 AM;42,737.75;43,095.75;358.00;36,835.25
Mar 27, 2022 1:00 AM;Mar 26, 2022 2:00 AM;41,474.25;41,701.50;227.25;36,430.25
Mar 27, 2022 3:00 AM;Mar 27, 2022 4:00 AM;40,327.25;40,632.25;305.00;36,014.75
Mar 27, 2022 4:00 AM;Mar 27, 2022 5:00 AM;40,368.25;40,744.75;376.50;36,751.00
Mar 27, 2022 5:00 AM;Mar 27, 2022 6:00 AM;40,928.25;41,166.50;238.25;37,665.75
Mar 27, 2022 6:00 AM;Mar 27, 2022 7:00 AM;41,466.50;41,795.50;329.00;38,086.50
Mar 27, 2022 7:00 AM;Mar 27, 2022 8:00 AM;42,195.75;42,577.50;381.75;37,851.75
Mar 27, 2022 8:00 AM;Mar 27, 2022 9:00 AM;44,910.00;45,764.75;854.75;35,986.50
Mar 27, 2022 9:00 AM;Mar 27, 2022 10:00 AM;48,212.25;49,520.25;1,308.00;32,652.25
Mar 27, 2022 10:00 AM;Mar 27, 2022 11:00 AM;50,019.75;51,343.00;1,323.25;27,483.50
Mar 27, 2022 11:00 AM;Mar 27, 2022 12:00 PM;52,212.25;54,681.00;2,468.75;23,591.25
Mar 27, 2022 12:00 PM;Mar 27, 2022 1:00 PM;52,096.00;56,252.25;4,156.25;19,768.75
Mar 27, 2022 1:00 PM;Mar 27, 2022 2:00 PM;50,034.00;55,457.50;5,423.50;16,221.25
Mar 27, 2022 2:00 PM;Mar 27, 2022 3:00 PM;48,408.75;54,647.00;6,238.25;15,260.25
Mar 27, 2022 3:00 PM;Mar 27, 2022 4:00 PM;47,599.75;53,596.75;5,997.00;17,231.00
Mar 27, 2022 4:00 PM;Mar 27, 2022 5:00 PM;47,172.00;51,398.75;4,226.75;22,136.25
Mar 27, 2022 5:00 PM;Mar 27, 2022 6:00 PM;48,003.00;50,216.50;2,213.50;30,620.75
Mar 27, 2022 6:00 PM;Mar 27, 2022 7:00 PM;50,587.25;51,002.00;414.75;41,528.75
Mar 27, 2022 7:00 PM;Mar 27, 2022 8:00 PM;52,779.25;53,228.00;448.75;47,351.00
Mar 27, 2022 8:00 PM;Mar 27, 2022 9:00 PM;53,928.50;54,186.50;258.00;47,656.00
Mar 27, 2022 9:00 PM;Mar 27, 2022 10:00 PM;52,036.75;52,600.00;563.25;45,224.25
Mar 27, 2022 10:00 PM;Mar 27, 2022 11:00 PM;50,623.75;51,070.25;446.50;44,109.25
Mar 27, 2022 11:00 PM;Mar 28, 2022 12:00 AM;48,015.00;48,634.50;619.50;41,531.25
Mar 28, 2022 12:00 AM;Mar 28, 2022 1:00 AM;45,704.75;46,647.00;942.25;39,758.25
Mar 28, 2022 1:00 AM;Mar 28, 2022 2:00 AM;44,252.25;45,230.75;978.50;38,814.00
Mar 28, 2022 2:00 AM;Mar 28, 2022 3:00 AM;43,629.00;44,919.00;1,290.00;38,584.25
Mar 28, 2022 3:00 AM;Mar 28, 2022 4:00 AM;44,608.00;46,033.25;1,425.25;39,591.25
Mar 28, 2022 4:00 AM;Mar 28, 2022 5:00 AM;46,173.25;47,123.25;950.00;40,865.75
Mar 28, 2022 5:00 AM;Mar 28, 2022 6:00 AM;50,334.25;51,144.25;810.00;45,167.00
Mar 28, 2022 6:00 AM;Mar 28, 2022 7:00 AM;58,098.00;58,297.50;199.50;53,240.75
Mar 28, 2022 7:00 AM;Mar 28, 2022 8:00 AM;63,385.00;63,392.25;7.25;57,717.25
Mar 28, 2022 8:00 AM;Mar 28, 2022 9:00 AM;65,826.25;65,865.50;39.25;55,209.25
Mar 28, 2022 9:00 AM;Mar 28, 2022 10:00 AM;66,599.50;66,792.25;192.75;48,817.75
Mar 28, 2022 10:00 AM;Mar 28, 2022 11:00 AM;67,022.50;67,701.75;679.25;42,098.00
Mar 28, 2022 11:00 AM;Mar 28, 2022 12:00 PM;67,477.75;69,545.50;2,067.75;36,750.00
Mar 28, 2022 12:00 PM;Mar 28, 2022 1:00 PM;67,108.50;71,549.00;4,440.50;32,309.75
Mar 28, 2022 1:00 PM;Mar 28, 2022 2:00 PM;65,967.25;71,068.00;5,100.75;28,904.50
Mar 28, 2022 2:00 PM;Mar 28, 2022 3:00 PM;64,898.75;70,257.50;5,358.75;27,842.75
Mar 28, 2022 3:00 PM;Mar 28, 2022 4:00 PM;63,706.00;68,669.00;4,963.00;28,889.25
Mar 28, 2022 4:00 PM;Mar 28, 2022 5:00 PM;62,227.00;66,230.25;4,003.25;32,095.75
Mar 28, 2022 5:00 PM;Mar 28, 2022 6:00 PM;62,538.00;64,680.75;2,142.75;39,170.50
Mar 28, 2022 6:00 PM;Mar 28, 2022 7:00 PM;63,695.50;64,338.00;642.50;48,334.75
Mar 28, 2022 7:00 PM;Mar 28, 2022 8:00 PM;64,816.00;64,862.25;46.25;53,047.25
Mar 28, 2022 8:00 PM;Mar 28, 2022 9:00 PM;64,383.50;64,448.25;64.75;52,651.00
Mar 28, 2022 9:00 PM;Mar 28, 2022 10:00 PM;60,791.75;61,244.25;452.50;49,583.00
Mar 28, 2022 10:00 PM;Mar 28, 2022 11:00 PM;57,225.50;57,930.50;705.00;46,812.00
Mar 28, 2022 11:00 PM;Mar 29, 2022 12:00 AM;53,309.75;54,389.75;1,080.00;43,600.25
Mar 29, 2022 12:00 AM;Mar 29, 2022 1:00 AM;49,826.25;50,652.25;826.00;40,816.75
Mar 29, 2022 1:00 AM;Mar 29, 2022 2:00 AM;47,794.25;49,591.25;1,797.00;39,713.00
Mar 29, 2022 2:00 AM;Mar 29, 2022 3:00 AM;47,025.75;49,471.25;2,445.50;39,283.00
Mar 29, 2022 3:00 AM;Mar 29, 2022 4:00 AM;47,213.00;49,647.00;2,434.00;39,477.25
Mar 29, 2022 4:00 AM;Mar 29, 2022 5:00 AM;48,768.50;50,949.50;2,181.00;41,409.25
Mar 29, 2022 5:00 AM;Mar 29, 2022 6:00 AM;51,835.50;52,848.25;1,012.75;44,624.50
Mar 29, 2022 6:00 AM;Mar 29, 2022 7:00 AM;59,294.75;59,536.25;241.50;52,413.50
Mar 29, 2022 7:00 AM;Mar 29, 2022 8:00 AM;63,888.00;63,892.50;4.50;56,928.50
Mar 29, 2022 8:00 AM;Mar 29, 2022 9:00 AM;66,194.75;66,202.25;7.50;56,661.75
Mar 29, 2022 9:00 AM;Mar 29, 2022 10:00 AM;67,052.25;67,216.00;163.75;52,328.75
Mar 29, 2022 10:00 AM;Mar 29, 2022 11:00 AM;68,330.50;69,577.50;1,247.00;48,054.00
Mar 29, 2022 11:00 AM;Mar 29, 2022 12:00 PM;69,158.75;70,250.25;1,091.50;44,415.50
Mar 29, 2022 12:00 PM;Mar 29, 2022 1:00 PM;68,419.75;70,719.00;2,299.25;39,809.25
Mar 29, 2022 1:00 PM;Mar 29, 2022 2:00 PM;67,766.75;70,039.50;2,272.75;37,737.00
Mar 29, 2022 2:00 PM;Mar 29, 2022 3:00 PM;66,457.00;68,464.00;2,007.00;37,056.00
Mar 29, 2022 3:00 PM;Mar 29, 2022 4:00 PM;65,705.25;67,179.00;1,473.75;38,981.75
Mar 29, 2022 4:00 PM;Mar 29, 2022 5:00 PM;63,751.50;64,502.25;750.75;41,678.75
Mar 29, 2022 5:00 PM;Mar 29, 2022 6:00 PM;63,891.25;64,191.00;299.75;47,621.50
Mar 29, 2022 6:00 PM;Mar 29, 2022 7:00 PM;64,044.75;64,156.75;112.00;53,753.50
Mar 29, 2022 7:00 PM;Mar 29, 2022 8:00 PM;64,343.75;64,344.75;1.00;58,028.25
Mar 29, 2022 8:00 PM;Mar 29, 2022 9:00 PM;63,874.25;63,913.50;39.25;57,957.00
Mar 29, 2022 9:00 PM;Mar 29, 2022 10:00 PM;60,435.50;60,555.75;120.25;54,300.00
Mar 29, 2022 10:00 PM;Mar 29, 2022 11:00 PM;56,826.00;57,142.50;316.50;50,639.50
Mar 29, 2022 11:00 PM;Mar 30, 2022 12:00 AM;52,537.75;52,892.00;354.25;46,970.00
Mar 30, 2022 12:00 AM;Mar 30, 2022 1:00 AM;49,049.25;50,233.00;1,183.75;44,275.50
Mar 30, 2022 1:00 AM;Mar 30, 2022 2:00 AM;47,233.25;48,197.25;964.00;42,982.75
Mar 30, 2022 2:00 AM;Mar 30, 2022 3:00 AM;46,204.25;47,839.00;1,634.75;42,842.25
Mar 30, 2022 3:00 AM;Mar 30, 2022 4:00 AM;46,429.75;48,046.25;1,616.50;43,453.75
Mar 30, 2022 4:00 AM;Mar 30, 2022 5:00 AM;48,101.50;50,168.25;2,066.75;45,128.75
Mar 30, 2022 5:00 AM;Mar 30, 2022 6:00 AM;51,754.75;52,861.50;1,106.75;49,052.50
Mar 30, 2022 6:00 AM;Mar 30, 2022 7:00 AM;58,870.00;59,039.00;169.00;56,111.25
Mar 30, 2022 7:00 AM;Mar 30, 2022 8:00 AM;63,861.50;63,873.00;11.50;60,534.00
Mar 30, 2022 8:00 AM;Mar 30, 2022 9:00 AM;66,841.25;66,881.75;40.50;61,161.50
Mar 30, 2022 9:00 AM;Mar 30, 2022 10:00 AM;67,817.25;67,833.75;16.50;59,129.50
Mar 30, 2022 10:00 AM;Mar 30, 2022 11:00 AM;68,548.25;68,555.25;7.00;56,598.25
Mar 30, 2022 11:00 AM;Mar 30, 2022 12:00 PM;69,096.50;69,103.25;6.75;54,700.25
Mar 30, 2022 12:00 PM;Mar 30, 2022 1:00 PM;68,572.75;68,639.25;66.50;53,498.25
Mar 30, 2022 1:00 PM;Mar 30, 2022 2:00 PM;67,548.00;67,823.50;275.50;52,514.75
Mar 30, 2022 2:00 PM;Mar 30, 2022 3:00 PM;66,019.25;66,330.50;311.25;51,271.00
Mar 30, 2022 3:00 PM;Mar 30, 2022 4:00 PM;65,197.75;65,262.00;64.25;51,720.75
Mar 30, 2022 4:00 PM;Mar 30, 2022 5:00 PM;64,443.00;64,471.25;28.25;52,307.25
Mar 30, 2022 5:00 PM;Mar 30, 2022 6:00 PM;64,842.50;64,923.75;81.25;54,930.00
Mar 30, 2022 6:00 PM;Mar 30, 2022 7:00 PM;65,389.00;65,392.00;3.00;57,345.25
Mar 30, 2022 7:00 PM;Mar 30, 2022 8:00 PM;66,109.75;66,112.00;2.25;58,844.00
Mar 30, 2022 8:00 PM;Mar 30, 2022 9:00 PM;65,318.75;65,397.25;78.50;57,224.00
Mar 30, 2022 9:00 PM;Mar 30, 2022 10:00 PM;62,011.75;62,429.50;417.75;52,521.25
Mar 30, 2022 10:00 PM;Mar 30, 2022 11:00 PM;58,567.50;59,199.25;631.75;48,899.00
Mar 30, 2022 11:00 PM;Mar 31, 2022 12:00 AM;54,087.25;55,563.00;1,475.75;44,413.75
Mar 31, 2022 12:00 AM;Mar 31, 2022 1:00 AM;50,828.50;53,355.75;2,527.25;39,961.00
Mar 31, 2022 1:00 AM;Mar 31, 2022 2:00 AM;49,224.50;52,106.00;2,881.50;37,788.00
Mar 31, 2022 2:00 AM;Mar 31, 2022 3:00 AM;48,548.75;51,624.50;3,075.75;36,833.50
Mar 31, 2022 3:00 AM;Mar 31, 2022 4:00 AM;49,073.00;53,014.25;3,941.25;35,809.50
Mar 31, 2022 4:00 AM;Mar 31, 2022 5:00 AM;50,614.50;54,399.75;3,785.25;36,287.25
Mar 31, 2022 5:00 AM;Mar 31, 2022 6:00 AM;54,001.75;56,002.25;2,000.50;38,086.75
Mar 31, 2022 6:00 AM;Mar 31, 2022 7:00 AM;60,884.00;61,414.75;530.75;43,448.25
Mar 31, 2022 7:00 AM;Mar 31, 2022 8:00 AM;65,700.25;65,703.50;3.25;47,729.00
Mar 31, 2022 8:00 AM;Mar 31, 2022 9:00 AM;68,685.25;68,686.25;1.00;48,597.50
Mar 31, 2022 9:00 AM;Mar 31, 2022 10:00 AM;69,683.00;69,684.00;1.00;46,669.75
Mar 31, 2022 10:00 AM;Mar 31, 2022 11:00 AM;70,817.75;70,823.50;5.75;44,622.25
Mar 31, 2022 11:00 AM;Mar 31, 2022 12:00 PM;71,152.00;71,227.50;75.50;42,636.75
Mar 31, 2022 12:00 PM;Mar 31, 2022 1:00 PM;71,279.50;71,540.00;260.50;40,385.00
Mar 31, 2022 1:00 PM;Mar 31, 2022 2:00 PM;70,308.50;71,310.25;1,001.75;37,939.50
Mar 31, 2022 2:00 PM;Mar 31, 2022 3:00 PM;69,241.00;70,761.25;1,520.25;35,719.25
Mar 31, 2022 3:00 PM;Mar 31, 2022 4:00 PM;68,580.00;69,466.00;886.00;35,789.25
Mar 31, 2022 4:00 PM;Mar 31, 2022 5:00 PM;67,917.50;68,600.75;683.25;36,296.75
Mar 31, 2022 5:00 PM;Mar 31, 2022 6:00 PM;67,921.75;68,571.00;649.25;38,010.50
Mar 31, 2022 6:00 PM;Mar 31, 2022 7:00 PM;68,388.00;69,624.75;1,236.75;39,552.50
Mar 31, 2022 7:00 PM;Mar 31, 2022 8:00 PM;68,335.50;68,582.75;247.25;39,702.25
Mar 31, 2022 8:00 PM;Mar 31, 2022 9:00 PM;67,069.00;67,476.50;407.50;38,112.00
Mar 31, 2022 9:00 PM;Mar 31, 2022 10:00 PM;63,963.50;65,010.25;1,046.75;34,714.00
Mar 31, 2022 10:00 PM;Mar 31, 2022 11:00 PM;60,983.00;63,434.75;2,451.75;32,707.75
Mar 31, 2022 11:00 PM;Apr 1, 2022 12:00 AM;57,826.75;60,902.50;3,075.75;30,700.00
Apr 1, 2022 12:00 AM;Apr 1, 2022 1:00 AM;54,985.75;59,360.75;4,375.00;28,365.25
Apr 1, 2022 1:00 AM;Apr 1, 2022 2:00 AM;53,633.75;59,128.25;5,494.50;27,156.50
Apr 1, 2022 2:00 AM;Apr 1, 2022 3:00 AM;52,697.50;58,347.00;5,649.50;26,513.75
Apr 1, 2022 3:00 AM;Apr 1, 2022 4:00 AM;52,660.25;58,005.25;5,345.00;27,029.00
Apr 1, 2022 4:00 AM;Apr 1, 2022 5:00 AM;53,829.25;58,672.00;4,842.75;28,101.50
Apr 1, 2022 5:00 AM;Apr 1, 2022 6:00 AM;57,276.50;61,058.75;3,782.25;30,862.25
Apr 1, 2022 6:00 AM;Apr 1, 2022 7:00 AM;64,274.25;64,916.75;642.50;36,745.00
Apr 1, 2022 7:00 AM;Apr 1, 2022 8:00 AM;69,219.50;69,236.75;17.25;41,317.25
Apr 1, 2022 8:00 AM;Apr 1, 2022 9:00 AM;72,436.00;72,441.00;5.00;43,146.00
Apr 1, 2022 9:00 AM;Apr 1, 2022 10:00 AM;73,470.00;73,550.00;80.00;41,595.75
Apr 1, 2022 10:00 AM;Apr 1, 2022 11:00 AM;75,039.50;75,127.25;87.75;40,231.25
Apr 1, 2022 11:00 AM;Apr 1, 2022 12:00 PM;75,903.50;75,923.25;19.75;38,245.75
Apr 1, 2022 12:00 PM;Apr 1, 2022 1:00 PM;75,642.50;75,899.00;256.50;36,783.00
Apr 1, 2022 1:00 PM;Apr 1, 2022 2:00 PM;73,861.00;74,546.00;685.00;35,176.75
Apr 1, 2022 2:00 PM;Apr 1, 2022 3:00 PM;71,968.25;73,066.25;1,098.00;33,526.00
Apr 1, 2022 3:00 PM;Apr 1, 2022 4:00 PM;70,407.00;71,487.25;1,080.25;32,519.50
Apr 1, 2022 4:00 PM;Apr 1, 2022 5:00 PM;69,001.50;69,713.00;711.50;32,743.00
Apr 1, 2022 5:00 PM;Apr 1, 2022 6:00 PM;69,596.00;69,905.25;309.25;35,121.75
Apr 1, 2022 6:00 PM;Apr 1, 2022 7:00 PM;69,261.75;69,389.75;128.00;37,373.50
Apr 1, 2022 7:00 PM;Apr 1, 2022 8:00 PM;68,717.00;68,747.75;30.75;39,145.50
Apr 1, 2022 8:00 PM;Apr 1, 2022 9:00 PM;66,710.75;66,936.50;225.75;37,433.50
Apr 1, 2022 9:00 PM;Apr 1, 2022 10:00 PM;63,354.00;64,352.00;998.00;33,932.25
Apr 1, 2022 10:00 PM;Apr 1, 2022 11:00 PM;60,637.50;62,129.75;1,492.25;32,370.50
Apr 1, 2022 11:00 PM;Apr 2, 2022 12:00 AM;57,331.00;60,042.75;2,711.75;30,647.75
Apr 2, 2022 12:00 AM;Apr 2, 2022 1:00 AM;54,335.75;57,643.00;3,307.25;29,543.50
Apr 2, 2022 1:00 AM;Apr 2, 2022 2:00 AM;52,495.25;55,528.50;3,033.25;29,329.25
Apr 2, 2022 2:00 AM;Apr 2, 2022 3:00 AM;51,051.00;54,044.00;2,993.00;29,474.00
Apr 2, 2022 3:00 AM;Apr 2, 2022 4:00 AM;50,156.00;52,456.75;2,300.75;29,042.75
Apr 2, 2022 4:00 AM;Apr 2, 2022 5:00 AM;49,549.75;51,597.50;2,047.75;28,679.75
Apr 2, 2022 5:00 AM;Apr 2, 2022 6:00 AM;49,486.50;50,723.75;1,237.25;28,756.50
Apr 2, 2022 6:00 AM;Apr 2, 2022 7:00 AM;49,948.25;50,840.25;892.00;28,911.00
Apr 2, 2022 7:00 AM;Apr 2, 2022 8:00 AM;52,776.00;53,604.25;828.25;31,699.00
Apr 2, 2022 8:00 AM;Apr 2, 2022 9:00 AM;57,379.75;57,772.50;392.75;34,689.00
Apr 2, 2022 9:00 AM;Apr 2, 2022 10:00 AM;60,233.00;60,493.75;260.75;33,678.00
Apr 2, 2022 10:00 AM;Apr 2, 2022 11:00 AM;62,906.75;63,706.75;800.00;32,301.25
Apr 2, 2022 11:00 AM;Apr 2, 2022 12:00 PM;63,619.50;64,989.00;1,369.50;30,933.25
Apr 2, 2022 12:00 PM;Apr 2, 2022 1:00 PM;62,623.25;64,872.75;2,249.50;29,653.00
Apr 2, 2022 1:00 PM;Apr 2, 2022 2:00 PM;61,196.50;65,353.25;4,156.75;28,190.00
Apr 2, 2022 2:00 PM;Apr 2, 2022 3:00 PM;59,018.00;63,768.25;4,750.25;27,341.00
Apr 2, 2022 3:00 PM;Apr 2, 2022 4:00 PM;58,194.50;61,875.25;3,680.75;28,582.50
Apr 2, 2022 4:00 PM;Apr 2, 2022 5:00 PM;57,148.00;59,009.75;1,861.75;30,083.50
Apr 2, 2022 5:00 PM;Apr 2, 2022 6:00 PM;57,675.00;58,123.25;448.25;34,147.25
Apr 2, 2022 6:00 PM;Apr 2, 2022 7:00 PM;58,686.00;58,795.00;109.00;39,929.50
Apr 2, 2022 7:00 PM;Apr 2, 2022 8:00 PM;58,654.75;58,661.75;7.00;44,464.25
Apr 2, 2022 8:00 PM;Apr 2, 2022 9:00 PM;57,136.75;57,142.50;5.75;45,248.00
Apr 2, 2022 9:00 PM;Apr 2, 2022 10:00 PM;54,835.75;54,928.75;93.00;43,945.50
