"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/07/2024 15:00 - 02/07/2024 16:00","Portugal (PT)","6423.90","6382.00"
"02/07/2024 16:00 - 02/07/2024 17:00","Portugal (PT)","6417.00","6408.00"
"02/07/2024 17:00 - 02/07/2024 18:00","Portugal (PT)","6436.10","6467.00"
"02/07/2024 18:00 - 02/07/2024 19:00","Portugal (PT)","6458.40","6481.00"
"02/07/2024 19:00 - 02/07/2024 20:00","Portugal (PT)","6538.20","6595.00"
"02/07/2024 20:00 - 02/07/2024 21:00","Portugal (PT)","6945.40","6874.00"
"02/07/2024 21:00 - 02/07/2024 22:00","Portugal (PT)","7077.50","6907.00"
"02/07/2024 22:00 - 02/07/2024 23:00","Portugal (PT)","7002.60","6827.00"
"02/07/2024 23:00 - 03/07/2024 00:00","Portugal (PT)","6625.80","6467.00"
"03/07/2024 00:00 - 03/07/2024 01:00","Portugal (PT)","6043.00","5847.00"
"03/07/2024 01:00 - 03/07/2024 02:00","Portugal (PT)","5570.40","5515.00"
"03/07/2024 02:00 - 03/07/2024 03:00","Portugal (PT)","5247.00","5225.00"
"03/07/2024 03:00 - 03/07/2024 04:00","Portugal (PT)","5046.40","5013.00"
"03/07/2024 04:00 - 03/07/2024 05:00","Portugal (PT)","4951.10","4901.00"
"03/07/2024 05:00 - 03/07/2024 06:00","Portugal (PT)","4938.90","4853.00"
"03/07/2024 06:00 - 03/07/2024 07:00","Portugal (PT)","4867.80","4876.00"
"03/07/2024 07:00 - 03/07/2024 08:00","Portugal (PT)","4971.60","5045.00"
"03/07/2024 08:00 - 03/07/2024 09:00","Portugal (PT)","5456.70","5557.00"
"03/07/2024 09:00 - 03/07/2024 10:00","Portugal (PT)","6165.20","6248.00"
"03/07/2024 10:00 - 03/07/2024 11:00","Portugal (PT)","6386.00","6411.00"
"03/07/2024 11:00 - 03/07/2024 12:00","Portugal (PT)","6355.30","6434.00"
"03/07/2024 12:00 - 03/07/2024 13:00","Portugal (PT)","6391.20","6500.00"
"03/07/2024 13:00 - 03/07/2024 14:00","Portugal (PT)","6298.70","6405.00"
"03/07/2024 14:00 - 03/07/2024 15:00","Portugal (PT)","6219.80","6352.00"
"03/07/2024 15:00 - 03/07/2024 16:00","Portugal (PT)","6342.80","6472.00"
"03/07/2024 16:00 - 03/07/2024 17:00","Portugal (PT)","6388.30","6492.00"
"03/07/2024 17:00 - 03/07/2024 18:00","Portugal (PT)","6399.00","6522.00"
"03/07/2024 18:00 - 03/07/2024 19:00","Portugal (PT)","6433.10","6529.00"
"03/07/2024 19:00 - 03/07/2024 20:00","Portugal (PT)","6627.40","6641.00"
"03/07/2024 20:00 - 03/07/2024 21:00","Portugal (PT)","7014.20","6948.00"
"03/07/2024 21:00 - 03/07/2024 22:00","Portugal (PT)","7191.40","6948.00"
"03/07/2024 22:00 - 03/07/2024 23:00","Portugal (PT)","7103.60","6847.00"
"03/07/2024 23:00 - 04/07/2024 00:00","Portugal (PT)","6710.30","6478.00"
"04/07/2024 00:00 - 04/07/2024 01:00","Portugal (PT)","6116.60","5883.00"
"04/07/2024 01:00 - 04/07/2024 02:00","Portugal (PT)","5658.90","5586.00"
"04/07/2024 02:00 - 04/07/2024 03:00","Portugal (PT)","5315.20","5298.00"
"04/07/2024 03:00 - 04/07/2024 04:00","Portugal (PT)","5092.80","5079.00"
"04/07/2024 04:00 - 04/07/2024 05:00","Portugal (PT)","4968.30","4966.00"
"04/07/2024 05:00 - 04/07/2024 06:00","Portugal (PT)","4914.70","4918.00"
"04/07/2024 06:00 - 04/07/2024 07:00","Portugal (PT)","4883.50","4947.00"
"04/07/2024 07:00 - 04/07/2024 08:00","Portugal (PT)","5040.70","5109.00"
"04/07/2024 08:00 - 04/07/2024 09:00","Portugal (PT)","5482.80","5625.00"
"04/07/2024 09:00 - 04/07/2024 10:00","Portugal (PT)","6163.20","6342.00"
"04/07/2024 10:00 - 04/07/2024 11:00","Portugal (PT)","6356.10","6531.00"
"04/07/2024 11:00 - 04/07/2024 12:00","Portugal (PT)","6352.90","6574.00"
"04/07/2024 12:00 - 04/07/2024 13:00","Portugal (PT)","6466.90","6654.00"
"04/07/2024 13:00 - 04/07/2024 14:00","Portugal (PT)","6473.90","6555.00"
"04/07/2024 14:00 - 04/07/2024 15:00","Portugal (PT)","6491.10","6500.00"
"04/07/2024 15:00 - 04/07/2024 16:00","Portugal (PT)","6686.20","6594.00"
"04/07/2024 16:00 - 04/07/2024 17:00","Portugal (PT)","6783.90","6607.00"
"04/07/2024 17:00 - 04/07/2024 18:00","Portugal (PT)","6841.70","6613.00"
"04/07/2024 18:00 - 04/07/2024 19:00","Portugal (PT)","6888.20","6541.00"
"04/07/2024 19:00 - 04/07/2024 20:00","Portugal (PT)","7032.00","6630.00"
"04/07/2024 20:00 - 04/07/2024 21:00","Portugal (PT)","7385.40","6919.00"
"04/07/2024 21:00 - 04/07/2024 22:00","Portugal (PT)","7467.70","6862.00"
"04/07/2024 22:00 - 04/07/2024 23:00","Portugal (PT)","7384.20","6754.00"
"04/07/2024 23:00 - 05/07/2024 00:00","Portugal (PT)","6958.30","6415.00"
"05/07/2024 00:00 - 05/07/2024 01:00","Portugal (PT)","6377.90","6021.00"
"05/07/2024 01:00 - 05/07/2024 02:00","Portugal (PT)","5868.20","5592.00"
"05/07/2024 02:00 - 05/07/2024 03:00","Portugal (PT)","5506.30","5285.00"
"05/07/2024 03:00 - 05/07/2024 04:00","Portugal (PT)","5224.10","5060.00"
"05/07/2024 04:00 - 05/07/2024 05:00","Portugal (PT)","5131.80","4954.00"
"05/07/2024 05:00 - 05/07/2024 06:00","Portugal (PT)","5049.50","4915.00"
"05/07/2024 06:00 - 05/07/2024 07:00","Portugal (PT)","4974.70","4934.00"
"05/07/2024 07:00 - 05/07/2024 08:00","Portugal (PT)","5154.30","5102.00"
"05/07/2024 08:00 - 05/07/2024 09:00","Portugal (PT)","5618.20","5621.00"
"05/07/2024 09:00 - 05/07/2024 10:00","Portugal (PT)","6340.40","6327.00"
"05/07/2024 10:00 - 05/07/2024 11:00","Portugal (PT)","6578.30","6522.00"
"05/07/2024 11:00 - 05/07/2024 12:00","Portugal (PT)","6607.80","6570.00"
"05/07/2024 12:00 - 05/07/2024 13:00","Portugal (PT)","6829.40","6647.00"
"05/07/2024 13:00 - 05/07/2024 14:00","Portugal (PT)","6745.40","6540.00"
"05/07/2024 14:00 - 05/07/2024 15:00","Portugal (PT)","6649.20","6487.00"
"05/07/2024 15:00 - 05/07/2024 16:00","Portugal (PT)","6768.20","6572.00"
"05/07/2024 16:00 - 05/07/2024 17:00","Portugal (PT)","6788.30","6593.00"
"05/07/2024 17:00 - 05/07/2024 18:00","Portugal (PT)","6770.10","6607.00"
"05/07/2024 18:00 - 05/07/2024 19:00","Portugal (PT)","6699.50","6542.00"
"05/07/2024 19:00 - 05/07/2024 20:00","Portugal (PT)","6778.30","6643.00"
"05/07/2024 20:00 - 05/07/2024 21:00","Portugal (PT)","7037.70","6936.00"
"05/07/2024 21:00 - 05/07/2024 22:00","Portugal (PT)","6900.20","6895.00"
"05/07/2024 22:00 - 05/07/2024 23:00","Portugal (PT)","6724.90","6776.00"
"05/07/2024 23:00 - 06/07/2024 00:00","Portugal (PT)","6375.80","6432.00"
"06/07/2024 00:00 - 06/07/2024 01:00","Portugal (PT)","5935.40","6029.00"
"06/07/2024 01:00 - 06/07/2024 02:00","Portugal (PT)","5492.80","5555.00"
"06/07/2024 02:00 - 06/07/2024 03:00","Portugal (PT)","5220.50","5186.00"
"06/07/2024 03:00 - 06/07/2024 04:00","Portugal (PT)","5008.80","4978.00"
"06/07/2024 04:00 - 06/07/2024 05:00","Portugal (PT)","4859.90","4844.00"
"06/07/2024 05:00 - 06/07/2024 06:00","Portugal (PT)","4748.20","4766.00"
"06/07/2024 06:00 - 06/07/2024 07:00","Portugal (PT)","4649.00","4715.00"
"06/07/2024 07:00 - 06/07/2024 08:00","Portugal (PT)","4578.40","4622.00"
"06/07/2024 08:00 - 06/07/2024 09:00","Portugal (PT)","4827.20","4800.00"
"06/07/2024 09:00 - 06/07/2024 10:00","Portugal (PT)","5155.70","5180.00"
"06/07/2024 10:00 - 06/07/2024 11:00","Portugal (PT)","5375.00","5408.00"
"06/07/2024 11:00 - 06/07/2024 12:00","Portugal (PT)","5462.80","5485.00"
"06/07/2024 12:00 - 06/07/2024 13:00","Portugal (PT)","5446.20","5486.00"
"06/07/2024 13:00 - 06/07/2024 14:00","Portugal (PT)","5445.70","5480.00"
"06/07/2024 14:00 - 06/07/2024 15:00","Portugal (PT)","5226.60","5292.00"
"06/07/2024 15:00 - 06/07/2024 16:00","Portugal (PT)","5031.90","5148.00"
"06/07/2024 16:00 - 06/07/2024 17:00","Portugal (PT)","4926.60","5089.00"
"06/07/2024 17:00 - 06/07/2024 18:00","Portugal (PT)","4897.10","5071.00"
"06/07/2024 18:00 - 06/07/2024 19:00","Portugal (PT)","5052.70","5148.00"
"06/07/2024 19:00 - 06/07/2024 20:00","Portugal (PT)","5332.50","5375.00"
"06/07/2024 20:00 - 06/07/2024 21:00","Portugal (PT)","5668.10","5763.00"
"06/07/2024 21:00 - 06/07/2024 22:00","Portugal (PT)","5815.40","5881.00"
"06/07/2024 22:00 - 06/07/2024 23:00","Portugal (PT)","5761.30","5968.00"
"06/07/2024 23:00 - 07/07/2024 00:00","Portugal (PT)","5568.60","5637.00"
"07/07/2024 00:00 - 07/07/2024 01:00","Portugal (PT)","5206.30","5229.00"
"07/07/2024 01:00 - 07/07/2024 02:00","Portugal (PT)","4866.50","4917.00"
"07/07/2024 02:00 - 07/07/2024 03:00","Portugal (PT)","4592.10","4641.00"
"07/07/2024 03:00 - 07/07/2024 04:00","Portugal (PT)","4412.10","4442.00"
"07/07/2024 04:00 - 07/07/2024 05:00","Portugal (PT)","4281.80","4304.00"
"07/07/2024 05:00 - 07/07/2024 06:00","Portugal (PT)","4199.80","4238.00"
"07/07/2024 06:00 - 07/07/2024 07:00","Portugal (PT)","4117.20","4179.00"
"07/07/2024 07:00 - 07/07/2024 08:00","Portugal (PT)","4031.10","4069.00"
"07/07/2024 08:00 - 07/07/2024 09:00","Portugal (PT)","4170.60","4169.00"
"07/07/2024 09:00 - 07/07/2024 10:00","Portugal (PT)","4326.40","4367.00"
"07/07/2024 10:00 - 07/07/2024 11:00","Portugal (PT)","4508.30","4511.00"
"07/07/2024 11:00 - 07/07/2024 12:00","Portugal (PT)","4654.80","4681.00"
"07/07/2024 12:00 - 07/07/2024 13:00","Portugal (PT)","4790.90","4839.00"
"07/07/2024 13:00 - 07/07/2024 14:00","Portugal (PT)","4862.30","4920.00"
"07/07/2024 14:00 - 07/07/2024 15:00","Portugal (PT)","4673.40","4706.00"
"07/07/2024 15:00 - 07/07/2024 16:00","Portugal (PT)","4458.10","4517.00"
"07/07/2024 16:00 - 07/07/2024 17:00","Portugal (PT)","4355.50","4445.00"
"07/07/2024 17:00 - 07/07/2024 18:00","Portugal (PT)","4346.70","4441.00"
"07/07/2024 18:00 - 07/07/2024 19:00","Portugal (PT)","4566.40","4618.00"
"07/07/2024 19:00 - 07/07/2024 20:00","Portugal (PT)","4931.50","4905.00"
"07/07/2024 20:00 - 07/07/2024 21:00","Portugal (PT)","5373.90","5346.00"
"07/07/2024 21:00 - 07/07/2024 22:00","Portugal (PT)","5624.00","5554.00"
"07/07/2024 22:00 - 07/07/2024 23:00","Portugal (PT)","5792.70","5737.00"
"07/07/2024 23:00 - 08/07/2024 00:00","Portugal (PT)","5632.50","5512.00"
"08/07/2024 00:00 - 08/07/2024 01:00","Portugal (PT)","5212.50","5101.00"
"08/07/2024 01:00 - 08/07/2024 02:00","Portugal (PT)","4912.00","4811.00"
"08/07/2024 02:00 - 08/07/2024 03:00","Portugal (PT)","4637.80","4579.00"
"08/07/2024 03:00 - 08/07/2024 04:00","Portugal (PT)","4474.90","4426.00"
"08/07/2024 04:00 - 08/07/2024 05:00","Portugal (PT)","4395.00","4344.00"
"08/07/2024 05:00 - 08/07/2024 06:00","Portugal (PT)","4367.30","4326.00"
"08/07/2024 06:00 - 08/07/2024 07:00","Portugal (PT)","4388.90","4422.00"
"08/07/2024 07:00 - 08/07/2024 08:00","Portugal (PT)","4616.30","4640.00"
"08/07/2024 08:00 - 08/07/2024 09:00","Portugal (PT)","5117.10","5130.00"
"08/07/2024 09:00 - 08/07/2024 10:00","Portugal (PT)","5782.60","5856.00"
"08/07/2024 10:00 - 08/07/2024 11:00","Portugal (PT)","5993.60","6039.00"
"08/07/2024 11:00 - 08/07/2024 12:00","Portugal (PT)","5945.60","5997.00"
"08/07/2024 12:00 - 08/07/2024 13:00","Portugal (PT)","5989.00","6059.00"
"08/07/2024 13:00 - 08/07/2024 14:00","Portugal (PT)","5928.60","6029.00"
"08/07/2024 14:00 - 08/07/2024 15:00","Portugal (PT)","5887.90","5955.00"
"08/07/2024 15:00 - 08/07/2024 16:00","Portugal (PT)","6003.60","6108.00"
"08/07/2024 16:00 - 08/07/2024 17:00","Portugal (PT)","6036.40","6120.00"
"08/07/2024 17:00 - 08/07/2024 18:00","Portugal (PT)","6144.90","6151.00"
"08/07/2024 18:00 - 08/07/2024 19:00","Portugal (PT)","6279.00","6185.00"
"08/07/2024 19:00 - 08/07/2024 20:00","Portugal (PT)","6400.10","6346.00"
"08/07/2024 20:00 - 08/07/2024 21:00","Portugal (PT)","6787.90","6728.00"
"08/07/2024 21:00 - 08/07/2024 22:00","Portugal (PT)","6879.80","6726.00"
"08/07/2024 22:00 - 08/07/2024 23:00","Portugal (PT)","6797.80","6651.00"
"08/07/2024 23:00 - 09/07/2024 00:00","Portugal (PT)","6374.00","6288.00"
"09/07/2024 00:00 - 09/07/2024 01:00","Portugal (PT)","5863.50","5766.00"
"09/07/2024 01:00 - 09/07/2024 02:00","Portugal (PT)","5458.10","5309.00"
"09/07/2024 02:00 - 09/07/2024 03:00","Portugal (PT)","5154.90","5025.00"
"09/07/2024 03:00 - 09/07/2024 04:00","Portugal (PT)","4970.00","4839.00"
"09/07/2024 04:00 - 09/07/2024 05:00","Portugal (PT)","4898.70","4735.00"
"09/07/2024 05:00 - 09/07/2024 06:00","Portugal (PT)","4806.70","4690.00"
"09/07/2024 06:00 - 09/07/2024 07:00","Portugal (PT)","4827.60","4735.00"
"09/07/2024 07:00 - 09/07/2024 08:00","Portugal (PT)","4952.10","4922.00"
"09/07/2024 08:00 - 09/07/2024 09:00","Portugal (PT)","5448.10","5405.00"
"09/07/2024 09:00 - 09/07/2024 10:00","Portugal (PT)","6272.80","6174.00"
"09/07/2024 10:00 - 09/07/2024 11:00","Portugal (PT)","6637.40","6529.00"
"09/07/2024 11:00 - 09/07/2024 12:00","Portugal (PT)","6749.90","6593.00"
"09/07/2024 12:00 - 09/07/2024 13:00","Portugal (PT)","6848.60","6678.00"
"09/07/2024 13:00 - 09/07/2024 14:00","Portugal (PT)","6803.80","6568.00"
"09/07/2024 14:00 - 09/07/2024 15:00","Portugal (PT)","6652.30","6403.00"
"09/07/2024 15:00 - 09/07/2024 16:00","Portugal (PT)","6740.80","6506.00"
"09/07/2024 16:00 - 09/07/2024 17:00","Portugal (PT)","6688.00","6521.00"
"09/07/2024 17:00 - 09/07/2024 18:00","Portugal (PT)","6678.20","6522.00"
"09/07/2024 18:00 - 09/07/2024 19:00","Portugal (PT)","6560.90","6498.00"
"09/07/2024 19:00 - 09/07/2024 20:00","Portugal (PT)","6607.50","6575.00"
"09/07/2024 20:00 - 09/07/2024 21:00","Portugal (PT)","6934.90","6794.00"
"09/07/2024 21:00 - 09/07/2024 22:00","Portugal (PT)","6868.00","6796.00"
"09/07/2024 22:00 - 09/07/2024 23:00","Portugal (PT)","6764.60","6685.00"
"09/07/2024 23:00 - 10/07/2024 00:00","Portugal (PT)","6378.00","6318.00"
"10/07/2024 00:00 - 10/07/2024 01:00","Portugal (PT)","5849.00","5954.00"
"10/07/2024 01:00 - 10/07/2024 02:00","Portugal (PT)","5425.00","5419.00"
"10/07/2024 02:00 - 10/07/2024 03:00","Portugal (PT)","5123.80","5145.00"
"10/07/2024 03:00 - 10/07/2024 04:00","Portugal (PT)","4934.20","4956.00"
"10/07/2024 04:00 - 10/07/2024 05:00","Portugal (PT)","4826.20","4849.00"
"10/07/2024 05:00 - 10/07/2024 06:00","Portugal (PT)","4806.60","4797.00"
"10/07/2024 06:00 - 10/07/2024 07:00","Portugal (PT)","4862.10","4808.00"
"10/07/2024 07:00 - 10/07/2024 08:00","Portugal (PT)","5076.00","5022.00"
"10/07/2024 08:00 - 10/07/2024 09:00","Portugal (PT)","5532.70","5543.00"
"10/07/2024 09:00 - 10/07/2024 10:00","Portugal (PT)","6364.40","6246.00"
"10/07/2024 10:00 - 10/07/2024 11:00","Portugal (PT)","6727.50","6587.00"
"10/07/2024 11:00 - 10/07/2024 12:00","Portugal (PT)","6699.60","6579.00"
"10/07/2024 12:00 - 10/07/2024 13:00","Portugal (PT)","6696.90","6603.00"
"10/07/2024 13:00 - 10/07/2024 14:00","Portugal (PT)","6492.40","6443.00"
"10/07/2024 14:00 - 10/07/2024 15:00","Portugal (PT)","6325.20","6338.00"
"10/07/2024 15:00 - 10/07/2024 16:00","Portugal (PT)","6404.30","6422.00"
"10/07/2024 16:00 - 10/07/2024 17:00","Portugal (PT)","6413.00","6434.00"
"10/07/2024 17:00 - 10/07/2024 18:00","Portugal (PT)","6428.70","6458.00"
"10/07/2024 18:00 - 10/07/2024 19:00","Portugal (PT)","6428.90","6457.00"
"10/07/2024 19:00 - 10/07/2024 20:00","Portugal (PT)","6503.00","6566.00"
"10/07/2024 20:00 - 10/07/2024 21:00","Portugal (PT)","6884.70","6873.00"
"10/07/2024 21:00 - 10/07/2024 22:00","Portugal (PT)","6883.80","6896.00"
"10/07/2024 22:00 - 10/07/2024 23:00","Portugal (PT)","6812.70","6822.00"
"10/07/2024 23:00 - 11/07/2024 00:00","Portugal (PT)","6423.50","6453.00"
"11/07/2024 00:00 - 11/07/2024 01:00","Portugal (PT)","5856.50","5922.00"
"11/07/2024 01:00 - 11/07/2024 02:00","Portugal (PT)","5419.10","5485.00"
"11/07/2024 02:00 - 11/07/2024 03:00","Portugal (PT)","5090.60","5208.00"
"11/07/2024 03:00 - 11/07/2024 04:00","Portugal (PT)","4900.60","5009.00"
"11/07/2024 04:00 - 11/07/2024 05:00","Portugal (PT)","4791.90","4901.00"
"11/07/2024 05:00 - 11/07/2024 06:00","Portugal (PT)","4764.20","4848.00"
"11/07/2024 06:00 - 11/07/2024 07:00","Portugal (PT)","4812.30","4867.00"
"11/07/2024 07:00 - 11/07/2024 08:00","Portugal (PT)","5009.70","5066.00"
"11/07/2024 08:00 - 11/07/2024 09:00","Portugal (PT)","5546.00","5554.00"
"11/07/2024 09:00 - 11/07/2024 10:00","Portugal (PT)","6357.50","6246.00"
"11/07/2024 10:00 - 11/07/2024 11:00","Portugal (PT)","6630.60","6605.00"
"11/07/2024 11:00 - 11/07/2024 12:00","Portugal (PT)","6614.00","6665.00"
"11/07/2024 12:00 - 11/07/2024 13:00","Portugal (PT)","6602.90","6729.00"
"11/07/2024 13:00 - 11/07/2024 14:00","Portugal (PT)","6573.70","6587.00"
"11/07/2024 14:00 - 11/07/2024 15:00","Portugal (PT)","6459.00","6485.00"
"11/07/2024 15:00 - 11/07/2024 16:00","Portugal (PT)","6569.60","6569.00"
"11/07/2024 16:00 - 11/07/2024 17:00","Portugal (PT)","6597.90","6567.00"
"11/07/2024 17:00 - 11/07/2024 18:00","Portugal (PT)","6605.70","6569.00"
"11/07/2024 18:00 - 11/07/2024 19:00","Portugal (PT)","6546.00","6542.00"
"11/07/2024 19:00 - 11/07/2024 20:00","Portugal (PT)","6663.50","6646.00"
"11/07/2024 20:00 - 11/07/2024 21:00","Portugal (PT)","7014.60","6896.00"
"11/07/2024 21:00 - 11/07/2024 22:00","Portugal (PT)","7050.70","6917.00"
"11/07/2024 22:00 - 11/07/2024 23:00","Portugal (PT)","6976.00","6835.00"
"11/07/2024 23:00 - 12/07/2024 00:00","Portugal (PT)","6540.20","6437.00"
"12/07/2024 00:00 - 12/07/2024 01:00","Portugal (PT)","6000.70","5888.00"
"12/07/2024 01:00 - 12/07/2024 02:00","Portugal (PT)","5568.60","5471.00"
"12/07/2024 02:00 - 12/07/2024 03:00","Portugal (PT)","5269.30","5181.00"
"12/07/2024 03:00 - 12/07/2024 04:00","Portugal (PT)","5063.60","4974.00"
"12/07/2024 04:00 - 12/07/2024 05:00","Portugal (PT)","4972.30","4863.00"
"12/07/2024 05:00 - 12/07/2024 06:00","Portugal (PT)","4911.90","4813.00"
"12/07/2024 06:00 - 12/07/2024 07:00","Portugal (PT)","4935.20","4827.00"
"12/07/2024 07:00 - 12/07/2024 08:00","Portugal (PT)","5011.80","5017.00"
"12/07/2024 08:00 - 12/07/2024 09:00","Portugal (PT)","5489.80","5508.00"
"12/07/2024 09:00 - 12/07/2024 10:00","Portugal (PT)","6195.10","6168.00"
"12/07/2024 10:00 - 12/07/2024 11:00","Portugal (PT)","6356.90","6336.00"
"12/07/2024 11:00 - 12/07/2024 12:00","Portugal (PT)","6385.40","6314.00"
"12/07/2024 12:00 - 12/07/2024 13:00","Portugal (PT)","6390.70","6319.00"
"12/07/2024 13:00 - 12/07/2024 14:00","Portugal (PT)","6244.10","6189.00"
"12/07/2024 14:00 - 12/07/2024 15:00","Portugal (PT)","6198.00","6107.00"
"12/07/2024 15:00 - 12/07/2024 16:00","Portugal (PT)","6340.10","6178.00"
"12/07/2024 16:00 - 12/07/2024 17:00","Portugal (PT)","6341.60","6187.00"
"12/07/2024 17:00 - 12/07/2024 18:00","Portugal (PT)","6337.60","6215.00"
"12/07/2024 18:00 - 12/07/2024 19:00","Portugal (PT)","6310.90","6165.00"
"12/07/2024 19:00 - 12/07/2024 20:00","Portugal (PT)","6468.10","6287.00"
"12/07/2024 20:00 - 12/07/2024 21:00","Portugal (PT)","6768.00","6639.00"
"12/07/2024 21:00 - 12/07/2024 22:00","Portugal (PT)","6864.10","6662.00"
"12/07/2024 22:00 - 12/07/2024 23:00","Portugal (PT)","6767.90","6627.00"
"12/07/2024 23:00 - 13/07/2024 00:00","Portugal (PT)","6396.50","6240.00"
"13/07/2024 00:00 - 13/07/2024 01:00","Portugal (PT)","5852.00","5740.00"
"13/07/2024 01:00 - 13/07/2024 02:00","Portugal (PT)","5428.10","5324.00"
"13/07/2024 02:00 - 13/07/2024 03:00","Portugal (PT)","5117.50","4974.00"
"13/07/2024 03:00 - 13/07/2024 04:00","Portugal (PT)","4917.50","4786.00"
"13/07/2024 04:00 - 13/07/2024 05:00","Portugal (PT)","4779.80","4664.00"
"13/07/2024 05:00 - 13/07/2024 06:00","Portugal (PT)","4699.70","4599.00"
"13/07/2024 06:00 - 13/07/2024 07:00","Portugal (PT)","4604.30","4586.00"
"13/07/2024 07:00 - 13/07/2024 08:00","Portugal (PT)","4542.10","4502.00"
"13/07/2024 08:00 - 13/07/2024 09:00","Portugal (PT)","4737.40","4698.00"
"13/07/2024 09:00 - 13/07/2024 10:00","Portugal (PT)","5036.40","5084.00"
"13/07/2024 10:00 - 13/07/2024 11:00","Portugal (PT)","5199.20","5242.00"
"13/07/2024 11:00 - 13/07/2024 12:00","Portugal (PT)","5271.90","5307.00"
"13/07/2024 12:00 - 13/07/2024 13:00","Portugal (PT)","5274.50","5308.00"
"13/07/2024 13:00 - 13/07/2024 14:00","Portugal (PT)","5343.80","5294.00"
"13/07/2024 14:00 - 13/07/2024 15:00","Portugal (PT)","5115.00","5087.00"
"13/07/2024 15:00 - 13/07/2024 16:00","Portugal (PT)","4979.40","4945.00"
"13/07/2024 16:00 - 13/07/2024 17:00","Portugal (PT)","4901.30","4884.00"
"13/07/2024 17:00 - 13/07/2024 18:00","Portugal (PT)","4882.10","4894.00"
"13/07/2024 18:00 - 13/07/2024 19:00","Portugal (PT)","5027.60","5014.00"
"13/07/2024 19:00 - 13/07/2024 20:00","Portugal (PT)","5356.90","5269.00"
"13/07/2024 20:00 - 13/07/2024 21:00","Portugal (PT)","5698.40","5619.00"
"13/07/2024 21:00 - 13/07/2024 22:00","Portugal (PT)","5827.00","5733.00"
"13/07/2024 22:00 - 13/07/2024 23:00","Portugal (PT)","5871.00","5822.00"
"13/07/2024 23:00 - 14/07/2024 00:00","Portugal (PT)","5589.40","5489.00"
"14/07/2024 00:00 - 14/07/2024 01:00","Portugal (PT)","5239.00","5121.00"
"14/07/2024 01:00 - 14/07/2024 02:00","Portugal (PT)","4882.30","4817.00"
"14/07/2024 02:00 - 14/07/2024 03:00","Portugal (PT)","4631.20","4529.00"
"14/07/2024 03:00 - 14/07/2024 04:00","Portugal (PT)","4425.20","4316.00"
"14/07/2024 04:00 - 14/07/2024 05:00","Portugal (PT)","4297.50","4174.00"
"14/07/2024 05:00 - 14/07/2024 06:00","Portugal (PT)","4228.30","4115.00"
"14/07/2024 06:00 - 14/07/2024 07:00","Portugal (PT)","4153.80","4095.00"
"14/07/2024 07:00 - 14/07/2024 08:00","Portugal (PT)","4047.40","3997.00"
"14/07/2024 08:00 - 14/07/2024 09:00","Portugal (PT)","4195.10","4140.00"
"14/07/2024 09:00 - 14/07/2024 10:00","Portugal (PT)","4345.60","4357.00"
"14/07/2024 10:00 - 14/07/2024 11:00","Portugal (PT)","4624.80","4585.00"
"14/07/2024 11:00 - 14/07/2024 12:00","Portugal (PT)","4864.60","4806.00"
"14/07/2024 12:00 - 14/07/2024 13:00","Portugal (PT)","5030.70","4982.00"
"14/07/2024 13:00 - 14/07/2024 14:00","Portugal (PT)","5135.30","5111.00"
"14/07/2024 14:00 - 14/07/2024 15:00","Portugal (PT)","4925.10","4928.00"
"14/07/2024 15:00 - 14/07/2024 16:00","Portugal (PT)","4782.80","4756.00"
"14/07/2024 16:00 - 14/07/2024 17:00","Portugal (PT)","4730.60","4653.00"
"14/07/2024 17:00 - 14/07/2024 18:00","Portugal (PT)","4742.60","4641.00"
"14/07/2024 18:00 - 14/07/2024 19:00","Portugal (PT)","4841.20","4808.00"
"14/07/2024 19:00 - 14/07/2024 20:00","Portugal (PT)","5178.60","5065.00"
"14/07/2024 20:00 - 14/07/2024 21:00","Portugal (PT)","5603.40","5430.00"
"14/07/2024 21:00 - 14/07/2024 22:00","Portugal (PT)","5761.00","5634.00"
"14/07/2024 22:00 - 14/07/2024 23:00","Portugal (PT)","5769.60","5775.00"
"14/07/2024 23:00 - 15/07/2024 00:00","Portugal (PT)","5619.20","5558.00"
"15/07/2024 00:00 - 15/07/2024 01:00","Portugal (PT)","5249.50","5184.00"
"15/07/2024 01:00 - 15/07/2024 02:00","Portugal (PT)","4964.20","4987.00"
"15/07/2024 02:00 - 15/07/2024 03:00","Portugal (PT)","4738.80","4744.00"
"15/07/2024 03:00 - 15/07/2024 04:00","Portugal (PT)","4557.40","4590.00"
"15/07/2024 04:00 - 15/07/2024 05:00","Portugal (PT)","4465.70","4523.00"
"15/07/2024 05:00 - 15/07/2024 06:00","Portugal (PT)","4420.10","4464.00"
"15/07/2024 06:00 - 15/07/2024 07:00","Portugal (PT)","4462.10","4544.00"
"15/07/2024 07:00 - 15/07/2024 08:00","Portugal (PT)","4649.20","4748.00"
"15/07/2024 08:00 - 15/07/2024 09:00","Portugal (PT)","5133.40","5210.00"
"15/07/2024 09:00 - 15/07/2024 10:00","Portugal (PT)","5872.50","6054.00"
"15/07/2024 10:00 - 15/07/2024 11:00","Portugal (PT)","6159.90","6308.00"
"15/07/2024 11:00 - 15/07/2024 12:00","Portugal (PT)","6165.00","6359.00"
"15/07/2024 12:00 - 15/07/2024 13:00","Portugal (PT)","6190.00","6416.00"
